"Name","Rarity","Category","Level","Price"
"Ghost Charge (Lesser)","Common","Alchemical Items","1","3 gp"
"Ghost Ink","Common","Alchemical Items","1","3 gp"
"Grit","Common","Alchemical Items","1","3 gp"
"Grolna","Uncommon","Alchemical Items","1","3 gp"
"Hampering Snare","Common","Snares","1","3 gp"
"Holy Water","Common","Consumables","1","3 gp"
"Impact Foam Chassis (Lesser)","Uncommon","Consumables","1","3 gp"
"Lady's Blessing Oil","Common","Alchemical Items","1","3 gp"
"Lastwall Soup","Uncommon","Alchemical Items","1","3 gp"
"Leaper's Elixir (Lesser)","Common","Alchemical Items","1","3 gp"
"Manacles (Simple)","Common","Adventuring Gear","1","3 gp"
"Marking Snare","Common","Snares","1","3 gp"
"Mud Bomb (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Necrotic Bomb (Lesser)","Common","Alchemical Items","1","3 gp"
"Nectar of Purification","Common","Consumables","1","3 gp"
"Owlbear Claw","Common","Consumables","1","3 gp"
"Pernicious Spore Bomb (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Peshspine Grenade (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Potion of Expeditious Retreat","Common","Consumables","1","3 gp"
"Predictable Silver Piece","Common","Held Items","1","3 gp"
"Ration Tonic","Common","Consumables","1","3 gp"
"Redpitch Bomb (Lesser)","Rare","Alchemical Items","1","3 gp"
"Replacement Filter (Level 1)","Uncommon","Adventuring Gear","1","3 gp"
"Runestone","Common","Consumables","1","3 gp"
"Sack of Rotten Fruit","Common","Consumables","1","3 gp"
"Searing Suture (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Self-Immolating Note","Uncommon","Alchemical Items","1","3 gp"
"Shining Ammunition","Common","Consumables","1","3 gp"
"Signaling Snare","Common","Snares","1","3 gp"
"Silver Tripod","Common","Consumables","1","3 gp"
"Smoke Screen Snare (Lesser)","Uncommon","Snares","1","3 gp"
"Smokestick (Lesser)","Common","Alchemical Items","1","3 gp"
"Spear Frog Poison","Common","Alchemical Items","1","3 gp"
"Spike Snare","Common","Snares","1","3 gp"
"Star Grenade (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Sunrod","Common","Alchemical Items","1","3 gp"
"Tallow Bomb (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Tanglefoot Bag (Lesser)","Common","Alchemical Items","1","3 gp"
"Thunderbird Tuft (Lesser)","Common","Consumables","1","3 gp"
"Thunderstone (Lesser)","Common","Alchemical Items","1","3 gp"
"Twigjack Sack (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"Unholy Water","Common","Consumables","1","3 gp"
"Water Bomb (Lesser)","Uncommon","Alchemical Items","1","3 gp"
"1st-Level Scroll","Common","Consumables","1","4 gp"
"Ablative Armor Plating (Lesser)","Uncommon","Consumables","1","4 gp"
"Ablative Shield Plating (Lesser)","Uncommon","Consumables","1","4 gp"
"Alignment Ampoule (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Armor Latches","Common","Adjustments","1","4 gp"
"Bestial Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Blood Sap","Common","Alchemical Items","1","4 gp"
"Cognitive Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Drakeheart Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Eagle-Eye Elixir (Lesser)","Common","Alchemical Items","1","4 gp"
"Energy Mutagen (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Explosive Mine (Lesser)","Uncommon","Consumables","1","4 gp"
"Flare Beacon (Lesser)","Uncommon","Consumables","1","4 gp"
"Giant Centipede Venom","Common","Alchemical Items","1","4 gp"
"Healing Potion (Minor)","Common","Consumables","1","4 gp"
"Juggernaut Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Junk Bomb (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Oil of Unlife (Minor)","Common","Consumables","1","4 gp"
"Poison Barbs Snare","Common","Snares","1","4 gp"
"Potency Crystal","Common","Consumables","1","4 gp"
"Potion of Retaliation (Minor)","Common","Consumables","1","4 gp"
"Potion of Shared Memories","Common","Consumables","1","4 gp"
"Pressure Bomb (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Quicksilver Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Serene Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Shielding Salve","Common","Consumables","1","4 gp"
"Silvertongue Mutagen (Lesser)","Common","Alchemical Items","1","4 gp"
"Skeptic's Elixir (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Sulfur Bomb (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Vaccine (Minor)","Rare","Alchemical Items","1","4 gp"
"Vexing Vapor (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"War Blood Mutagen (Lesser)","Uncommon","Alchemical Items","1","4 gp"
"Wolf Fang","Common","Consumables","1","4 gp"
"Burnished Plating","Uncommon","Adjustments","1","5 gp"
"Cantrip Deck (5-Pack)","Common","Held Items","1","5 gp"
"Ignitor","Common","Adventuring Gear","1","5 gp"
"Impulse Control","Common","Assistive Items","1","5 gp"
"Loaded Dice","Common","Adventuring Gear","1","5 gp"
"Magical Hearing Aid","Common","Assistive Items","1","5 gp"
"Mask (Rubber)","Common","Adventuring Gear","1","5 gp"
"Psychopomp Mask","Uncommon","Worn Items","1","5 gp"
"Throwing Shield","Uncommon","Adjustments","1","5 gp"
"Traveler's Chair","Common","Assistive Items","1","5 gp"
"Twining Chains","Uncommon","Adjustments","1","5 gp"
"Waterproof Journal","Uncommon","Adventuring Gear","1","5 gp"
"Dwarven Daisy (Lesser)","Uncommon","Alchemical Items","1","6 gp"
"Traveler's Cloak","Uncommon","Adventuring Gear","1","7 gp"
"Rhythm Bone","Uncommon","Held Items","1","8 gp"
"Stiletto Pen","Uncommon","Weapons","1","8 gp"
"Aeon Stone (Dull Gray)","Uncommon","Worn Items","1","9 gp"
"Axe Musket","Uncommon","Weapons","1","10 gp"
"Big Boom Gun","Uncommon","Weapons","1","10 gp"
"Communication Bangle","Uncommon","Adventuring Gear","1","10 gp"
"Dragon's Crest","Uncommon","Adjustments","1","10 gp"
"Dwarven Scattergun","Uncommon","Weapons","1","10 gp"
"Explosive Dogslicer","Uncommon","Weapons","1","10 gp"
"Ganjay Book","Uncommon","Held Items","1","10 gp"
"Genealogy Mask","Uncommon","Worn Items","1","10 gp"
"Glittering Scarab","Uncommon","Adventuring Gear","1","10 gp"
"Gnome Amalgam Musket","Uncommon","Weapons","1","10 gp"
"Mask (Plague)","Common","Adventuring Gear","1","10 gp"
"Mechanical Torch","Common","Adventuring Gear","1","10 gp"
"Polytool","Uncommon","Weapons","1","10 gp"
"Repeating Hand Crossbow","Uncommon","Weapons","1","10 gp"
"Sibling's Coin","Uncommon","Adventuring Gear","1","10 gp"
"Spoon Gun","Uncommon","Weapons","1","10 gp"
"Timepiece (Desktop Clock)","Uncommon","Adventuring Gear","1","10 gp"
"Double-barreled Musket","Uncommon","Weapons","1","11 gp"
"Jezail","Uncommon","Weapons","1","11 gp"
"Candlecap","Unique","Worn Items","1","12 gp"
"Dueling Pistol","Uncommon","Weapons","1","12 gp"
"Scrollstaff","Uncommon","Weapons","1","12 gp"
"Slippery Ribbon","Uncommon","Consumables","1","12 gp"
"Switchscythe","Uncommon","Weapons","1","12 gp"
"Three Peaked Tree","Uncommon","Weapons","1","12 gp"
"Walking Cauldron","Common","Other","1","12 gp"
"Gun Sword","Uncommon","Weapons","1","13 gp"
"Hammer Gun","Uncommon","Weapons","1","13 gp"
"Splint Mail","Common","Armor","1","13 gp"
"Clockwork Bookshelf","Uncommon","Adventuring Gear","1","15 gp"
"Clockwork Megaphone","Uncommon","Adventuring Gear","1","15 gp"
"Deployable Cover","Uncommon","Adventuring Gear","1","15 gp"
"Everburning Torch","Common","Held Items","1","15 gp"
"Grappling Gun (Clockwork)","Uncommon","Adventuring Gear","1","15 gp"
"Mudlily","Uncommon","Worn Items","1","15 gp"
"Reading Ring","Common","Assistive Items","1","15 gp"
"Repeating Crossbow","Uncommon","Weapons","1","15 gp"
"Ring of Discretion","Uncommon","Worn Items","1","15 gp"
"Net Launcher","Rare","Adventuring Gear","1","16 gp"
"Slide Pistol","Uncommon","Weapons","1","16 gp"
"Backpack Ballista","Uncommon","Weapons","1","18 gp"
"Blade Launcher","Uncommon","Adventuring Gear","1","18 gp"
"Half Plate","Common","Armor","1","18 gp"
"Backpack Catapult","Uncommon","Weapons","1","20 gp"
"Bomb Launcher","Uncommon","Adventuring Gear","1","20 gp"
"Cantrip Deck (Full Pack)","Common","Held Items","1","20 gp"
"Cloak of Feline Rest","Common","Worn Items","1","20 gp"
"Repeating Heavy Crossbow","Uncommon","Weapons","1","20 gp"
"Shobhad Longrifle","Rare","Weapons","1","20 gp"
"Swarmsuit","Common","Adventuring Gear","1","20 gp"
"Wagon","Common","Vehicles","1","25 gp"
"Clunkerjunker","Uncommon","Vehicles","1","30 gp"
"Automated Cycle","Uncommon","Vehicles","1","50 gp"
"Sleigh","Common","Vehicles","1","50 gp"
"Velocipede","Uncommon","Vehicles","1","60 gp"
"Holy Steam Ball","Uncommon","Held Items","2","3 gp (2 gp per refill)"
"Adaptive Cogwheel","Common","Consumables","2","5 gp"
"Aromatic Ammunition","Common","Alchemical Items","2","5 gp"
"Belladonna","Common","Alchemical Items","2","5 gp"
"Black Powder (Horn)","Uncommon","Alchemical Items","2","5 gp"
"Black Smear Poison","Uncommon","Alchemical Items","2","5 gp"
"Boulderhead Bock","Uncommon","Alchemical Items","2","5 gp"
"Bubbling Scale","Uncommon","Consumables","2","5 gp"
"Clockwork  Monkey","Uncommon","Snares","2","5 gp"
"Dragon's Blood Pudding (Lesser)","Uncommon","Alchemical Items","2","5 gp"
"False Flayleaf","Common","Alchemical Items","2","5 gp"
"Flare Snare","Common","Snares","2","5 gp"
"Focus Cathartic (Lesser)","Common","Alchemical Items","2","5 gp"
"Instant Spy","Uncommon","Consumables","2","5 gp"
"Lovers' Ink","Rare","Alchemical Items","2","5 gp"
"Moonlit Ink","Uncommon","Alchemical Items","2","5 gp"
"Quickmelt Slick (Lesser)","Uncommon","Alchemical Items","2","5 gp"
"Sinew-Shock Serum (Lesser)","Common","Alchemical Items","2","5 gp"
"Smoke Fan","Uncommon","Consumables","2","5 gp"
"Toy Carriage (Windup)","Common","Adventuring Gear","2","5 gp"
"Writ of Authenticity","Uncommon","Adventuring Gear","2","5 gp"
"Antivenom Potion","Common","Consumables","2","6 gp"
"Black Adder Venom","Common","Alchemical Items","2","6 gp"
"Bloodhound Mask (Lesser)","Common","Alchemical Items","2","6 gp"
"Darkvision Elixir (Lesser)","Common","Alchemical Items","2","6 gp"
"Deadweight Snare","Uncommon","Snares","2","6 gp"
"Ember Dust","Uncommon","Consumables","2","6 gp"
"Explusion Snare","Rare","Snares","2","6 gp"
"Feather Token (Holly Bush)","Common","Consumables","2","6 gp"
"Hunter's Bane","Common","Consumables","2","6 gp"
"Infiltrator's Elixir","Common","Alchemical Items","2","6 gp"
"Jade Cat","Common","Consumables","2","6 gp"
"Looter's Lethargy","Uncommon","Alchemical Items","2","6 gp"
"Monkey Pin","Common","Consumables","2","6 gp"
"Noisemaker Snare","Uncommon","Snares","2","6 gp"
"Oil of Weightlessness","Common","Consumables","2","6 gp"
"Origin Unguent","Common","Alchemical Items","2","6 gp"
"Silversheen","Common","Alchemical Items","2","6 gp"
"Spring-Loaded Net Launcher","Uncommon","Consumables","2","6 gp"
"Static Snare","Uncommon","Snares","2","6 gp"
"Thunder Snare","Common","Snares","2","6 gp"
"Toad Tears","Common","Alchemical Items","2","6 gp"
"Wind-Up Cart","Uncommon","Consumables","2","6 gp"
"Winterstep Elixir (Minor)","Uncommon","Alchemical Items","2","6 gp"
"Antler Arrow","Common","Consumables","2","7 gp"
"Blaze","Uncommon","Alchemical Items","2","7 gp"
"Bottled Sunlight (Lesser)","Common","Alchemical Items","2","7 gp"
"Bravo's Brew (Lesser)","Common","Alchemical Items","2","7 gp"
"Bronze Bull Pendant","Common","Consumables","2","7 gp"
"Cat's Eye Elixir","Common","Alchemical Items","2","7 gp"
"Comprehension Elixir (Lesser)","Common","Alchemical Items","2","7 gp"
"Crying Angel Pendant","Common","Consumables","2","7 gp"
"Effervescent Ampoule","Common","Consumables","2","7 gp"
"Lethargy Poison","Uncommon","Alchemical Items","2","7 gp"
"Mesmerizing Opal","Common","Consumables","2","7 gp"
"Oil of Potency","Common","Consumables","2","7 gp"
"Onyx Panther","Common","Consumables","2","7 gp"
"Red-Rib Gill Mask (Lesser)","Rare","Worn Items","2","7 gp"
"Savior Spike","Common","Consumables","2","7 gp"
"Sneezing Powder","Uncommon","Alchemical Items","2","7 gp"
"Yellow Musk Vial","Uncommon","Alchemical Items","2","7 gp"
"Cauterizing Torch","Uncommon","Consumables","2","10 gp"
"Exquisite Surprise Doll","Common","Adventuring Gear","2","10 gp"
"Parade Armor","Uncommon","Adjustments","2","10 gp"
"Cold Iron Object (Low-Grade)","Common","Materials","2","20 gp (per Bulk)"
"Gunner's Saddle","Uncommon","Customizations","2","20 gp"
"Silver Object (Low-Grade)","Common","Materials","2","20 gp (per Bulk)"
"Book of Translation (Standard)","Uncommon","Adventuring Gear","2","25 gp"
"Bottomless Stein","Uncommon","Held Items","2","25 gp"
"Dweomerweave Robe","Uncommon","Worn Items","2","25 gp"
"Experimental Clothing","Uncommon","Adventuring Gear","2","25 gp"
"Flask of Fellowship","Common","Held Items","2","25 gp"
"Necklace of Knives","Uncommon","Worn Items","2","25 gp"
"Periscope","Common","Adventuring Gear","2","25 gp"
"Wayfinder","Uncommon","Worn Items","2","28 gp"
"Archaic Wayfinder","Uncommon","Held Items","2","30 gp"
"Astrolabe (Standard)","Uncommon","Adventuring Gear","2","30 gp"
"Brooch of Shielding","Uncommon","Worn Items","2","30 gp"
"Cold Iron Buckler (Low-Grade)","Common","Shields","2","30 gp"
"Day Goggles","Uncommon","Adventuring Gear","2","30 gp"
"Fanged","Uncommon","Runes","2","30 gp"
"Full Plate","Common","Armor","2","30 gp"
"Goz Mask","Uncommon","Worn Items","2","30 gp"
"Hand of the Mage","Common","Worn Items","2","30 gp"
"Hat of Disguise","Common","Worn Items","2","30 gp"
"Jack's Tattered Cape","Rare","Worn Items","2","30 gp"
"Paper Shredder","Uncommon","Adventuring Gear","2","30 gp"
"Pathfinder's Coin","Uncommon","Held Items","2","30 gp"
"Quick Wig","Uncommon","Worn Items","2","30 gp"
"Silver Buckler (Low-Grade)","Common","Shields","2","30 gp"
"Skittering Mask","Uncommon","Worn Items","2","30 gp"
"Sturdy Satchel","Uncommon","Adventuring Gear","2","30 gp"
"Pyrite Rat","Common","Held Items","2","32 gp"
"Cold Iron Shield (Low-Grade)","Common","Shields","2","34 gp"
"Silver Shield (Low-Grade)","Common","Shields","2","34 gp"
"Wondrous Figurine (Onyx Dog)","Common","Held Items","2","34 gp"
"Deployable Cover (Ballistic Cover)","Uncommon","Adventuring Gear","2","35 gp"
"Glamorous Buckler","Common","Shields","2","35 gp"
"Gray Maiden Plate","Common","Armor","2","35 gp"
"Handwraps of Mighty Blows (+1)","Common","Worn Items","2","35 gp"
"Hellknight Plate","Uncommon","Armor","2","35 gp"
"Magic Weapon (+1)","Common","Weapons","2","35 gp"
"Weapon Potency (+1)","Common","Runes","2","35 gp"
"Cold Iron Weapon (Low-Grade)","Common","Weapons","2","40 gp (+4 gp per Bulk)"
"Silver Weapon (Low-Grade)","Common","Weapons","2","40 gp (+4 gp per Bulk)"
"Tent (Pavilion)","Common","Adventuring Gear","2","40 gp"
"Carriage","Common","Vehicles","2","100 gp"
"Adaptable Paddleboat","Uncommon","Vehicles","2","110 gp"
"Steam Cart","Rare","Vehicles","2","120 gp"
"Boastful Hunter","Rare","Intelligent Items","3","0"
"Devil's Luck","Rare","Contracts","3","0"
"Disguise Kit (Elite Cosmetics)","Common","Adventuring Gear","3","5 sp"
"Thieves' Tools (Infiltrator Picks)","Common","Adventuring Gear","3","3 gp"
"Impossible Cake","Uncommon","Alchemical Items","3","5 gp"
"Pathfinder Chronicle","Uncommon","Adventuring Gear","3","6 gp"
"Scholarly Journal","Uncommon","Adventuring Gear","3","6 gp"
"Blue Dragonfly Poison","Uncommon","Alchemical Items","3","7 gp"
"Conrasu Coin (Arbiter)","Uncommon","Consumables","3","7 gp"
"Clockwork Chirper","Uncommon","Snares","3","8 gp"
"Feather Step Stone","Common","Consumables","3","8 gp"
"Feather Token (Bird)","Common","Consumables","3","8 gp"
"Feather Token (Puddle)","Common","Consumables","3","8 gp"
"Parchment of Secrets","Uncommon","Consumables","3","8 gp"
"Vermin Repellent Agent (Lesser)","Uncommon","Alchemical Items","3","8 gp"
"Drowsy Sun Eye Drops","Common","Alchemical Items","3","9 gp"
"Grasping Tree","Uncommon","Snares","3","9 gp"
"Merciful Charm","Uncommon","Consumables","3","9 gp"
"Oil of Mending","Common","Consumables","3","9 gp"
"Olfactory Obfuscator","Common","Alchemical Items","3","9 gp"
"Rock Ripper Snare","Uncommon","Snares","3","9 gp"
"Snapleaf","Common","Consumables","3","9 gp"
"Toothwort Extract","Common","Alchemical Items","3","9 gp"
"Torrent Snare","Uncommon","Snares","3","9 gp"
"Trustworthy Round","Common","Consumables","3","9 gp"
"Acid Flask (Moderate)","Common","Alchemical Items","3","10 gp"
"Alchemist's Fire (Moderate)","Common","Alchemical Items","3","10 gp"
"Beacon Shot","Common","Consumables","3","10 gp"
"Blight Bomb (Moderate)","Common","Alchemical Items","3","10 gp"
"Blindpepper Bolt","Uncommon","Consumables","3","10 gp"
"Bottled Lightning (Moderate)","Common","Alchemical Items","3","10 gp"
"Breech Ejectors","Uncommon","Customizations","3","10 gp"
"Camouflage Suit","Common","Adventuring Gear","3","10 gp"
"Cold Iron Blanch (Lesser)","Uncommon","Alchemical Items","3","10 gp"
"Cytillesh Oil","Common","Alchemical Items","3","10 gp"
"Dread Ampoule (Moderate)","Common","Alchemical Items","3","10 gp"
"Feather Token (Chest)","Common","Consumables","3","10 gp"
"Fire Box","Uncommon","Snares","3","10 gp"
"Forgetful Drops","Uncommon","Alchemical Items","3","10 gp"
"Frost Vial (Moderate)","Common","Alchemical Items","3","10 gp"
"Fulu of Fire Suppression","Common","Consumables","3","10 gp"
"Fulu of Flood Suppression","Common","Consumables","3","10 gp"
"Ghost Charge (Moderate)","Common","Alchemical Items","3","10 gp"
"Graveroot","Common","Alchemical Items","3","10 gp"
"Hoof Stakes Snare","Uncommon","Snares","3","10 gp"
"Matchmaker Fulu","Common","Consumables","3","10 gp"
"Mud Bomb (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Necrotic Bomb (Moderate)","Common","Alchemical Items","3","10 gp"
"Pernicious Spore Bomb (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Peshspine Grenade (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Psychic Warding Bracelet","Common","Consumables","3","10 gp"
"Puzzle Box (Challenging)","Common","Adventuring Gear","3","10 gp"
"Quickpatch Glue","Uncommon","Alchemical Items","3","10 gp"
"Recovery Bladder","Rare","Adventuring Gear","3","10 gp"
"Redpitch Bomb (Moderate)","Rare","Alchemical Items","3","10 gp"
"Shiver","Common","Alchemical Items","3","10 gp"
"Soothing Scents","Common","Consumables","3","10 gp"
"Spirit-Sealing Fulu","Common","Consumables","3","10 gp"
"Star Grenade (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Survey Map","Uncommon","Adventuring Gear","3","10 gp"
"Tallow Bomb (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Tanglefoot Bag (Moderate)","Common","Alchemical Items","3","10 gp"
"Thunderstone (Moderate)","Common","Alchemical Items","3","10 gp"
"Toadskin Salve","Uncommon","Alchemical Items","3","10 gp"
"Twigjack Sack (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Venomous Cure Fulu","Common","Consumables","3","10 gp"
"Vine Arrow","Common","Consumables","3","10 gp"
"Water Bomb (Moderate)","Uncommon","Alchemical Items","3","10 gp"
"Waterproofing Wax","Common","Consumables","3","10 gp"
"Artevil Suspension","Common","Alchemical Items","3","11 gp"
"Blast Boots (Moderate)","Uncommon","Consumables","3","11 gp"
"Metalmist Sphere (Lesser)","Uncommon","Alchemical Items","3","11 gp"
"Potion of Water Breathing","Common","Consumables","3","11 gp"
"Sleep Arrow","Common","Consumables","3","11 gp"
"2nd-Level Scroll","Common","Consumables","3","12 gp"
"Ablative Armor Plating (Moderate)","Uncommon","Consumables","3","12 gp"
"Ablative Shield Plating (Moderate)","Uncommon","Consumables","3","12 gp"
"Alignment Ampoule (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Aurifying Salts","Uncommon","Alchemical Items","3","12 gp"
"Bestial Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Cognitive Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Detonating Gears Snare","Common","Snares","3","12 gp"
"Drakeheart Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Dream Pollen Snare","Uncommon","Snares","3","12 gp"
"Ectoplasmic Tracer","Common","Alchemical Items","3","12 gp"
"Energy Mutagen (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Healing Potion (Lesser)","Common","Consumables","3","12 gp"
"Indomitable Keepsake","Common","Consumables","3","12 gp"
"Juggernaut Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Junk Bomb (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Lodestone Pellet","Uncommon","Consumables","3","12 gp"
"Oil of Unlife (Lesser)","Common","Consumables","3","12 gp"
"Periscopic Viewfinder","Rare","Consumables","3","12 gp"
"Potion of Retaliation (Lesser)","Common","Consumables","3","12 gp"
"Pressure Bomb (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Quicksilver Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Retrieval Prism","Common","Consumables","3","12 gp"
"Seeking Bracelets","Uncommon","Consumables","3","12 gp"
"Serene Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Silvertongue Mutagen (Moderate)","Common","Alchemical Items","3","12 gp"
"Spellstrike Ammunition (Type I)","Common","Consumables","3","12 gp"
"Spiderfoot Brew (Lesser)","Uncommon","Alchemical Items","3","12 gp"
"Sulfur Bomb (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Swamp Lily Quilt","Rare","Alchemical Items","3","12 gp"
"Vaccine (Lesser)","Rare","Alchemical Items","3","12 gp"
"Vexing Vapor (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Violet Venom","Uncommon","Alchemical Items","3","12 gp"
"War Blood Mutagen (Moderate)","Uncommon","Alchemical Items","3","12 gp"
"Knight's Tabard","Uncommon","Adventuring Gear","3","15 gp"
"Lock (Average)","Common","Adventuring Gear","3","15 gp"
"Dwarven Daisy (Moderate)","Uncommon","Alchemical Items","3","18 gp"
"Compass (Lensatic)","Common","Adventuring Gear","3","20 gp"
"Crowbar (Levered)","Common","Adventuring Gear","3","20 gp"
"Everyneed Pack","Uncommon","Worn Items","3","20 gp"
"Fishing Tackle (Professional)","Common","Adventuring Gear","3","20 gp"
"Manacles (Average)","Common","Adventuring Gear","3","20 gp"
"Portable Ram","Common","Adventuring Gear","3","20 gp"
"Recording Rod (Basic)","Uncommon","Consumables","3","20 gp"
"Smoked Goggles","Common","Adventuring Gear","3","20 gp"
"Concealed Holster","Common","Adventuring Gear","3","25 gp"
"Concealed Sheath","Common","Adventuring Gear","3","25 gp"
"Detective's Kit","Common","Adventuring Gear","3","25 gp"
"Portable Altar","Uncommon","Adventuring Gear","3","25 gp"
"Repair Kit (Superb)","Common","Adventuring Gear","3","25 gp"
"Fingerprinting Kit","Uncommon","Adventuring Gear","3","30 gp"
"Handcuffs (Average)","Uncommon","Adventuring Gear","3","30 gp"
"Scholarly Journal (Compendium)","Uncommon","Adventuring Gear","3","30 gp"
"Sisterstone Object (Low-Grade)","Rare","Materials","3","30 gp (per Bulk)"
"Skinsaw Mask","Uncommon","Worn Items","3","30 gp"
"Climbing Kit (Extreme)","Common","Adventuring Gear","3","40 gp"
"Disguise Kit (Elite)","Common","Adventuring Gear","3","40 gp"
"Magnifying Glass","Common","Adventuring Gear","3","40 gp"
"Vestige Lenses","Rare","Alchemical Items","3","40 gp"
"Cartographer's Kit","Uncommon","Adventuring Gear","3","42 gp"
"Backfire Mantle","Common","Worn Items","3","45 gp"
"Codebreaker's Parchment","Common","Held Items","3","45 gp"
"Coin of Comfort","Uncommon","Held Items","3","45 gp"
"Corpse Compass","Uncommon","Held Items","3","45 gp"
"Electrocable","Rare","Adventuring Gear","3","45 gp"
"Manacles of Persuasion","Uncommon","Worn Items","3","45 gp"
"Rope of Climbing (Lesser)","Common","Held Items","3","45 gp"
"Wig of Holding","Uncommon","Worn Items","3","45 gp"
"Abadar's Flawless Scale","Uncommon","Held Items","3","50 gp"
"Aeon Stone (Dusty Rose Prism)","Uncommon","Worn Items","3","50 gp"
"Artisan's Tools (Sterling)","Common","Adventuring Gear","3","50 gp"
"Astrolabe (Mariner's)","Uncommon","Adventuring Gear","3","50 gp"
"Broken Tusk Pendant","Rare","Worn Items","3","50 gp"
"Clockwork Box Packer","Uncommon","Adventuring Gear","3","50 gp"
"Crushing","Uncommon","Runes","3","50 gp"
"Doubling Rings","Common","Worn Items","3","50 gp"
"Enhanced Hearing Aid","Common","Assistive Items","3","50 gp"
"Enveloping Light","Uncommon","Tattoos","3","50 gp"
"Fashionable Wayfinder","Uncommon","Worn Items","3","50 gp"
"Fighter's Fork","Common","Weapons","3","50 gp"
"Hag Eye","Rare","Worn Items","3","50 gp"
"Hat of the Magi","Common","Worn Items","3","50 gp"
"Healer's Tools (Expanded)","Common","Adventuring Gear","3","50 gp"
"Hoax-Hunter's Kit","Uncommon","Adventuring Gear","3","50 gp"
"Musical Instrument (Virtuoso Handheld)","Common","Adventuring Gear","3","50 gp"
"Persona Mask","Common","Worn Items","3","50 gp"
"Portable Weapon Mount (Tripod, Shielded)","Uncommon","Customizations","3","50 gp"
"Presentable","Uncommon","Runes","3","50 gp"
"Survey Map (Atlas)","Uncommon","Adventuring Gear","3","50 gp"
"Thieves' Tools (Infiltrator)","Common","Adventuring Gear","3","50 gp"
"Timepiece (Grand Clock)","Uncommon","Adventuring Gear","3","50 gp"
"Wardrobe Stone (Lesser)","Uncommon","Held Items","3","50 gp"
"Wind-up Wings (Flutterback)","Rare","Adventuring Gear","3","50 gp"
"Blazons of Shared Power","Common","Worn Items","3","52 gp"
"Bracers of Missile Deflection","Common","Worn Items","3","52 gp"
"Immaculate Holsters","Uncommon","Customizations","3","52 gp"
"Kin-Warding","Uncommon","Runes","3","52 gp"
"Alchemist's Lab (Expanded)","Common","Adventuring Gear","3","55 gp"
"Bullhook
","Uncommon","Held Items","3","55 gp"
"Clothing (High-Fashion Fine)","Common","Adventuring Gear","3","55 gp"
"Flaming Star","Common","Spellhearts","3","55 gp"
"Golden Legion Epaulet","Uncommon","Worn Items","3","55 gp"
"Grim Sandglass","Common","Spellhearts","3","55 gp"
"Keymaking Tools","Common","Held Items","3","55 gp"
"Mirror Robe","Uncommon","Worn Items","3","55 gp"
"Perfect Droplet","Common","Spellhearts","3","55 gp"
"Returning","Common","Runes","3","55 gp"
"Snare Kit (Specialist)","Common","Adventuring Gear","3","55 gp"
"Thurible of Revelation (Lesser)","Common","Held Items","3","55 gp"
"Wordreaper","Uncommon","Weapons","3","55 gp"
"Channel Protection Amulet","Uncommon","Worn Items","3","56 gp"
"Bracelet of Dashing","Common","Worn Items","3","58 gp"
"Aeon Stone (Pearly White Spindle)","Uncommon","Worn Items","3","60 gp"
